longitude,latitude,asset_id,project_na,asset_type,status,asset_x_co,asset_y_co,borough,outfall,waterbody,street_add,city_counc,bbl,asset_area,status_gro,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
-73.77633569,40.67463404,187279,Idlewild,"Rain Garden","Constructed (In Guarantee)",1046291.355,185142.9843,Queens,JAM-649,"Jamaica Bay and Tributaries",NA,NA,4124950270,1526,Constructed,40.674469,-73.775973,0.99,rooftop,133-25,"Guy R Brewer Blvd",,,Jamaica,NY,"Queens County",11434,US,"City of New York"
-73.77620615,40.67442143,187280,Idlewild,"Rain Garden","Constructed (In Guarantee)",1046327.486,185065.6198,Queens,JAM-649,"Jamaica Bay and Tributaries",NA,NA,4124950270,864,Constructed,40.674469,-73.775973,1,rooftop,133-25,"Guy R Brewer Blvd",,,Jamaica,NY,"Queens County",11434,US,"City of New York"
-73.77613993,40.67489587,187281,Idlewild,"Rain Garden","Constructed (In Guarantee)",1046345.411,185238.5175,Queens,JAM-649,"Jamaica Bay and Tributaries",NA,NA,4124950270,2292,Constructed,40.674469,-73.775973,0.99,rooftop,133-25,"Guy R Brewer Blvd",,,Jamaica,NY,"Queens County",11434,US,"City of New York"
-73.90696341,40.66735481,118766,"Dr. Richard Green Playground","Rain Garden","In Construction",1010059.891,182425.4549,Brooklyn,26W-003,"Jamaica Bay and Tributaries",NA,41,3035440150,567,"In Construction",40.667367,-73.907402,0.99,rooftop,334,"Sutter Ave",,,Brooklyn,NY,"Kings County",11212,US,"City of New York"
-73.87231216,40.67122348,134778,"Cypress Hills","Porous Asphalt","In Construction",1019670.66,183847.0317,Brooklyn,26W-005,"Jamaica Bay and Tributaries",NA,42,3042920061,420.4,"In Construction",40.67155,-73.872091,0.99,rooftop,1240,"Sutter Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.8711902,40.67139343,134779,"Cypress Hills","Porous Asphalt","In Construction",1019981.8,183909.4043,Brooklyn,26W-005,"Jamaica Bay and Tributaries","634 Euclid Ave",42,3042920061,685,"In Construction",40.671516,-73.870801,0.99,rooftop,1245,"Blake Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.87269377,40.67090737,134780,"Cypress Hills","Porous Asphalt","In Construction",1019564.967,183731.7096,Brooklyn,26W-005,"Jamaica Bay and Tributaries",NA,42,3042920061,1390.5,"In Construction",40.671388,-73.873006,0.99,rooftop,1200,"Sutter Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.87239308,40.66977881,134781,"Cypress Hills","Porous Asphalt","In Construction",1019648.979,183320.6659,Brooklyn,26W-005,"Jamaica Bay and Tributaries",NA,42,3042920061,1720,"In Construction",40.670014,-73.872897,0.99,rooftop,395,"Fountain Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.87180223,40.66968885,134782,"Cypress Hills","Porous Asphalt","In Construction",1019812.932,183288.1303,Brooklyn,26W-005,"Jamaica Bay and Tributaries",NA,42,3042920061,1776.36,"In Construction",40.66934,-73.871805,0.99,rooftop,710,"Euclid Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.871385,40.66974921,134783,"Cypress Hills","Porous Asphalt","In Construction",1019928.643,183310.2914,Brooklyn,26W-005,"Jamaica Bay and Tributaries","730 Euclid Ave",42,3042920061,2267.3,"In Construction",40.669289,-73.871452,0.99,rooftop,720,"Euclid Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.92347526,40.68093819,138218,"Brevoort Houses","Porous Asphalt","In Construction",1005474.907,187369.8326,Brooklyn,NCB-015,"Newtown Creek",NA,41,3016880001,2250,"In Construction",40.680793,-73.923668,1,rooftop,250,"Ralph Ave",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
-73.92408807,40.68154602,138219,"Brevoort Houses","Porous Asphalt","In Construction",1005304.746,187591.1346,Brooklyn,NCB-015,"Newtown Creek",NA,41,3016880001,423,"In Construction",40.681903,-73.924186,0.99,rooftop,311,"Bainbridge St",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
-73.893716,40.74225637,159438,"P.S. 12 Q","Rain Garden","In Construction",1013701.83,209718.5,Queens,BB-005,"East River / Open Waters","41-98 71st St",26,4013490028,513,"In Construction",40.742423,-73.8942,0.99,rooftop,70-12,"Woodside Ave",,,Woodside,NY,"Queens County",11377,US,"City of New York"
-73.91538403,40.67551479,159449,"P.S. 178 K","Rain Garden","In Construction",1007721,185396,Brooklyn,NCB-015,"Newtown Creek","2171 Dean St",41,3014400056,938,"In Construction",40.675891,-73.915281,0.99,rooftop,2149,"Pacific St",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
-73.86225371,40.72808424,160887,"P.S. 139 Q","Rain Garden","In Construction",1022428.3,204567.3,Queens,BB-006,"Flushing Bay","93-06 63rd Dr",29,4030950050,380,"In Construction",40.728297,-73.861867,0.99,rooftop,64-5,"Booth St",,,"Rego Park",NY,"Queens County",11374,US,"City of New York"
-73.91085958,40.68628844,167818,"Evergreen Playground","Porous Concrete","In Construction",1008972.01,189322.3912,Brooklyn,NCB-015,"Newtown Creek",NA,37,3034270011,185,"In Construction",40.686466,-73.911166,0.99,rooftop,67,"Schaefer St",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.91069282,40.68617774,167819,"Evergreen Playground","Rain Garden","In Construction",1009018.297,189282.1094,Brooklyn,NCB-015,"Newtown Creek",NA,37,3034270011,490,"In Construction",40.686466,-73.911166,0.99,rooftop,67,"Schaefer St",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.9108515,40.68590958,167820,"Evergreen Playground","Rain Garden","In Construction",1008974.389,189184.3662,Brooklyn,NCB-015,"Newtown Creek",NA,37,3034270011,100,"In Construction",40.685679,-73.911042,1,rooftop,1355,"Bushwick Ave",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.92104819,40.6759328,167821,"South Pacific Playground","Rain Garden","In Construction",1006149.722,185546.8263,Brooklyn,NCB-015,"Newtown Creek",NA,41,3014380024,1220,"In Construction",40.675785,-73.921326,1,rooftop,707,"Kingsborough 7th Walk",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
-73.92036686,40.67592407,167823,"South Pacific Playground","Rain Garden","In Construction",1006338.715,185543.8149,Brooklyn,NCB-015,"Newtown Creek",NA,41,3014380024,1050,"In Construction",40.676173,-73.920596,0.99,rooftop,2027,"Pacific St",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
-73.91109293,40.68812508,167824,"Tiger Playground","Rain Garden","In Construction",1008906.614,189991.4669,Brooklyn,NCB-015,"Newtown Creek",NA,37,3034160001,1100,"In Construction",40.688007,-73.911179,1,rooftop,635,"Evergreen Ave",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.95627548,40.81531669,170934,"Sheltering Arms Poolhouse","Green Roof","In Construction",996353,236322,Manhattan,NR-043,"East River / Open Waters","530 W 129th St",7,1019830006,5132,"In Construction",40.815042,-73.956046,0.99,rooftop,523,"W 126th St",,,"New York",NY,"New York County",10027,US,"City of New York"
-73.86866667,40.81941667,185989,"P.S. 107 X","Rain Garden","In Construction",1020600.972,237839.997,Bronx,HP-010,"Bronx River",NA,18,2035910050,2110,"In Construction",40.819702,-73.868204,0.99,rooftop,750,"Croes Ave",,,Bronx,NY,"Bronx County",10473,US,"City of New York"
-73.86888889,40.81961111,185990,"P.S. 107 X","Permeable Pavers","In Construction",1020539.358,237910.748,Bronx,HP-010,"Bronx River",NA,18,2035910050,570,"In Construction",40.819542,-73.869477,0.99,rooftop,760,"Metcalf Ave",,,Bronx,NY,"Bronx County",10473,US,"City of New York"
-73.86872222,40.81919444,185991,"P.S. 107 X","Permeable Pavers","In Construction",1020585.716,237759.01,Bronx,HP-010,"Bronx River",NA,18,2035910050,631.82,"In Construction",40.819086,-73.86937,0.99,rooftop,732,"Metcalf Ave",,,Bronx,NY,"Bronx County",10473,US,"City of New York"
-73.90194402,40.76384699,186977,"TLC Woodside Facility Renovation","Rain Garden","In Construction",1011413,217582,Queens,BB-005,"East River / Open Waters",NA,NA,4010160045,56331,"In Construction",40.763847,-73.902385,0.99,rooftop,24-55,"Brooklyn Queens Expy W",,,Woodside,NY,"Queens County",11377,US,"City of New York"
-73.90194402,40.76384699,186978,"TLC Woodside Facility Renovation","Green Roof","In Construction",1011413,217582,Queens,BB-005,"East River / Open Waters",NA,NA,4010160045,11395,"In Construction",40.763847,-73.902385,0.99,rooftop,24-55,"Brooklyn Queens Expy W",,,Woodside,NY,"Queens County",11377,US,"City of New York"
