longitude,latitude,asset_id,project_na,asset_type,status,asset_x_co,asset_y_co,borough,outfall,waterbody,street_add,city_counc,bbl,asset_area,status_gro,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
-73.81990864,40.73656603,149626,"Queens College","Rain Garden",Constructed,1034158.458,207678.7653,Queens,TI-022,"Flushing Creek","65-30 Kissena Blvd",24,4065170001,1997,Constructed,40.736079,-73.81959,0.99,rooftop,65-76,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"City of New York"
-73.89416941,40.82674111,149643,"NYRP - Paradise on Earth","Porous Asphalt",Constructed,1013539,240499,Bronx,HP-002,"East River / Open Waters",NA,17,2027180052,2730,Constructed,40.826844,-73.894157,1,rooftop,1101,"Fox St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-74.0044655,40.65935325,149645,Salmar,"Rooftop Farm",Constructed,983011.0471,179496.5866,Brooklyn,OH-023,"East River / Open Waters","850 3rd Ave",38,3006710001,52141,Constructed,40.659708,-74.004097,0.99,rooftop,109,"30th St",,,Brooklyn,NY,"Kings County",11232,US,"City of New York"
-73.87670409,40.84638665,149659,"Bronx Zoo","Multiple GI Components",Constructed,1018362.512,247662.9139,Bronx,HP-004,"Bronx River",NA,15,2031200020,25605,Constructed,40.844836,-73.878725,0.96,rooftop,984,"Bronx Park S",,,Bronx,NY,"Bronx County",10460,US,"City of New York"
-73.84443332,40.85244387,149660,"Albert Einstein College of Medicine","Green Roof",Constructed,1027287,249884,Bronx,HP-012,"Westchester Creek",NA,13,2042050002,3000,Constructed,40.852359,-73.844036,0.99,rooftop,1935,"Eastchester Rd",,,Bronx,NY,"Bronx County",10461,US,"City of New York"
-73.84443332,40.85244387,149661,"Albert Einstein College of Medicine","Green Roof",Constructed,1027287,249884,Bronx,HP-012,"Westchester Creek",NA,13,2042050002,1360,Constructed,40.852359,-73.844036,0.99,rooftop,1935,"Eastchester Rd",,,Bronx,NY,"Bronx County",10461,US,"City of New York"
-73.84443332,40.85244387,149662,"Albert Einstein College of Medicine","Green Roof",Constructed,1027287,249884,Bronx,HP-012,"Westchester Creek",NA,13,2042050002,5700,Constructed,40.852359,-73.844036,0.99,rooftop,1935,"Eastchester Rd",,,Bronx,NY,"Bronx County",10461,US,"City of New York"
-73.84443332,40.85244387,149663,"Albert Einstein College of Medicine","Green Roof",Constructed,1027287,249884,Bronx,HP-012,"Westchester Creek",NA,13,2042050002,5760,Constructed,40.852359,-73.844036,0.99,rooftop,1935,"Eastchester Rd",,,Bronx,NY,"Bronx County",10461,US,"City of New York"
-73.84443332,40.85244387,149664,"Albert Einstein College of Medicine","Green Roof",Constructed,1027287,249884,Bronx,HP-012,"Westchester Creek",NA,13,2042050002,750,Constructed,40.852359,-73.844036,0.99,rooftop,1935,"Eastchester Rd",,,Bronx,NY,"Bronx County",10461,US,"City of New York"
-73.90280452,40.81930606,149665,"Osborne Association","Combined Blue/Green Roof",Constructed,1011152.209,237787.3722,Bronx,HP-025,"East River / Open Waters","809 Westchester Ave",17,2026660041,3158,Constructed,40.819269,-73.902738,1,rooftop,813,"Westchester Ave",,,Bronx,NY,"Bronx County",10455,US,"City of New York"
-73.90308698,40.81916334,149666,"Osborne Association","Combined Blue/Green Roof",Constructed,1011074.084,237735.2889,Bronx,HP-025,"East River / Open Waters","809 Westchester Ave",17,2026660041,848,Constructed,40.819211,-73.90285,1,rooftop,809,"Westchester Ave",,,Bronx,NY,"Bronx County",10455,US,"City of New York"
-73.90230367,40.82616096,149667,"Forest House","Detention System (Connected to Sewer)",Constructed,1011288.05,240285.0157,Bronx,HP-025,"East River / Open Waters","1071 Tinton Ave",16,2026400050,456,Constructed,40.826187,-73.901996,1,rooftop,770,"E 166th St",,,Bronx,NY,"Bronx County",10456,US,"City of New York"
-73.89565104,40.81996721,149668,"Banana Kelly","Multiple GI Components",Constructed,1013131.893,238030.5306,Bronx,HP-025,"East River / Open Waters","920 Kelly St",17,2027110006,3232,Constructed,40.820052,-73.895978,1,rooftop,920,"Kelly St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.89569237,40.82020498,149669,"Banana Kelly","Green Roof",Constructed,1013120.35,238117.1459,Bronx,HP-025,"East River / Open Waters","928 Kelly St",17,2027110006,1402,Constructed,40.820252,-73.895873,1,rooftop,928,"Kelly St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.89557115,40.82006426,149670,"Banana Kelly","Detention System",Constructed,1013153.963,238065.9189,Bronx,HP-025,"East River / Open Waters","924 Kelly St",17,2027110006,100,Constructed,40.82013,-73.895934,1,rooftop,924,"Kelly St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.92807062,40.81015884,149672,"SoBRO: Venture Center","Green Roof",Constructed,1004161.681,234447.9639,Bronx,WIB-067,"East River / Open Waters","270 E 137th St",17,2023180022,2497,Constructed,40.810039,-73.928072,1,rooftop,199,"Lincoln Ave",,,Bronx,NY,"Bronx County",10454,US,"City of New York"
-73.88041851,40.86237807,149673,"New York Botanic Garden","Permeable Pavers",Constructed,1017326.884,253487.7699,Bronx,WIB-068,"East River / Open Waters","2165 Boston Rd",11,2032720001,2367,Constructed,40.863205,-73.882028,0.97,rooftop,2700,"Southern Blvd",,,Bronx,NY,"Bronx County",10458,US,"City of New York"
-73.88041851,40.86237807,149674,"New York Botanic Garden","Permeable Pavers",Constructed,1017326.884,253487.7699,Bronx,WIB-068,"East River / Open Waters","2165 Boston Rd",11,2032720001,1236,Constructed,40.863205,-73.882028,0.97,rooftop,2700,"Southern Blvd",,,Bronx,NY,"Bronx County",10458,US,"City of New York"
-73.88041851,40.86237807,149675,"New York Botanic Garden","Permeable Pavers",Constructed,1017326.884,253487.7699,Bronx,WIB-068,"East River / Open Waters","2165 Boston Rd",11,2032720001,1680,Constructed,40.863205,-73.882028,0.97,rooftop,2700,"Southern Blvd",,,Bronx,NY,"Bronx County",10458,US,"City of New York"
-73.88041851,40.86237807,149676,"New York Botanic Garden","Permeable Pavers",Constructed,1017326.884,253487.7699,Bronx,WIB-068,"East River / Open Waters","2165 Boston Rd",11,2032720001,2630,Constructed,40.863205,-73.882028,0.97,rooftop,2700,"Southern Blvd",,,Bronx,NY,"Bronx County",10458,US,"City of New York"
-73.88041851,40.86237807,149677,"New York Botanic Garden","Permeable Pavers",Constructed,1017326.884,253487.7699,Bronx,WIB-068,"East River / Open Waters","2165 Boston Rd",11,2032720001,412,Constructed,40.863205,-73.882028,0.97,rooftop,2700,"Southern Blvd",,,Bronx,NY,"Bronx County",10458,US,"City of New York"
-73.88041851,40.86237807,149678,"New York Botanic Garden","Permeable Pavers",Constructed,1017326.884,253487.7699,Bronx,WIB-068,"East River / Open Waters","2165 Boston Rd",11,2032720001,4082,Constructed,40.863205,-73.882028,0.97,rooftop,2700,"Southern Blvd",,,Bronx,NY,"Bronx County",10458,US,"City of New York"
-73.91123048,40.80438338,149679,"SoBRO: Jasmine Court","Green Roof",Constructed,1008825.541,232348.0364,Bronx,WIB-071,"East River / Open Waters","757 E 138th St",17,2025900102,1895,Constructed,40.804307,-73.911123,1,rooftop,759,"E 138th St",,,Bronx,NY,"Bronx County",10454,US,"City of New York"
-73.91112005,40.8043374,149680,"SoBRO: Jasmine Court","Green Roof",Constructed,1008856.131,232331.3139,Bronx,WIB-071,"East River / Open Waters","759 E 138th St",17,2025900102,810,Constructed,40.804307,-73.911123,1,rooftop,759,"E 138th St",,,Bronx,NY,"Bronx County",10454,US,"City of New York"
-73.91202793,40.76002621,158112,"Astoria Heights Playground","Multiple GI Components",Constructed,1008621,216187,Queens,BB-028,"East River / Open Waters","45-11 31st Ave",22,4007140001,5702,Constructed,40.760296,-73.912545,0.99,rooftop,30-72,"45th St",,,Astoria,NY,"Queens County",11103,US,"City of New York"
-73.93225786,40.69146761,158113,"Jesse Owens Playground","Multiple GI Components",Constructed,1003036,191204,Brooklyn,NCB-015,"Newtown Creek",NA,36,3016160001,20122,Constructed,40.691645,-73.932442,1,rooftop,988,"Lafayette Ave",,,Brooklyn,NY,"Kings County",11221,US,"City of New York"
-73.94155519,40.79718127,158114,"James Weldon Johnson Playground","Multiple GI Components",Constructed,1000432,229717,Manhattan,NCB-014,"East River / Open Waters",NA,8,1016400139,10423,Constructed,40.797488,-73.941443,0.99,rooftop,176,"E 115th St",,,"New York",NY,"New York County",10029,US,"City of New York"
-73.90369815,40.83893873,158115,"Little Claremont Park","Multiple GI Components",Constructed,1010897,244940,Bronx,WIB-068,"East River / Open Waters",NA,16,2029030011,5685,Constructed,40.83928,-73.903358,0.99,rooftop,455,"Claremont Pkwy",,,Bronx,NY,"Bronx County",10457,US,"City of New York"
-73.88755896,40.82559305,158116,"Longfellow Garden","Multiple GI Components",Constructed,1015369,240083,Bronx,HP-025,"East River / Open Waters",NA,17,2027570034,3105,Constructed,40.825638,-73.887937,0.99,rooftop,1083,"Longfellow Ave",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.88807318,40.82277198,158118,"Lyons Square Playground","Multiple GI Components",Constructed,1015228,239055,Bronx,HP-003,"East River / Open Waters",NA,17,2027550001,4704,Constructed,40.82262,-73.888317,1,rooftop,987,"Longfellow Ave",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-74.11547767,40.62981105,158119,"McDonald Playground","Multiple GI Components",Constructed,952196.5552,168754.6548,"Staten Island",1,"East River / Open Waters",NA,49,5001830015,5237,Constructed,40.630068,-74.115426,1,rooftop,101,"Myrtle Ave",,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
-73.93907419,40.78697866,158121,"Playground 103 CIII","Multiple GI Components",Constructed,1001121.517,226000.3083,Manhattan,HP-003,"East River / Open Waters",NA,8,1016960100,3166,Constructed,40.787195,-73.939586,0.99,rooftop,448,"E 105th St",,,"New York",NY,"New York County",10029,US,"City of New York"
-73.9015501,40.81530251,158122,"Playground 52","Multiple GI Components",Constructed,1011501.052,236329.1244,Bronx,HP-003,"East River / Open Waters",NA,17,2026850030,1647,Constructed,40.815449,-73.901456,1,rooftop,700,"Kelly St",,,Bronx,NY,"Bronx County",10455,US,"City of New York"
-74.0707894,40.59775871,158123,"Arrochar Playground","Multiple GI Components",Constructed,964591.3568,157063.9639,"Staten Island",1,"East River / Open Waters",NA,50,5030970014,6810,Constructed,40.597698,-74.070422,1,rooftop,101,"Macfarland Ave",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
-73.92235126,40.80673102,158124,"Ranaqua Park","Multiple GI Components",Constructed,1005746.034,233200.4403,Bronx,WIB-068,"East River / Open Waters",NA,17,2022800032,6713,Constructed,40.806666,-73.922768,0.99,rooftop,439,"E 135th St",,,Bronx,NY,"Bronx County",10454,US,"City of New York"
-73.91433879,40.67532463,158125,"Saratoga Ballfields","Multiple GI Components",Constructed,1008011,185327,Brooklyn,NCB-015,"Newtown Creek","2130 Pacific St",41,3014400032,20919,Constructed,40.674832,-73.914342,0.99,rooftop,2218,"Dean St",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
-73.88786343,40.83651161,158126,"Seabury Park","Multiple GI Components",Constructed,1015279.644,244060.9224,Bronx,HP-025,"East River / Open Waters",NA,15,2029830011,1785,Constructed,40.836429,-73.888091,1,rooftop,1700,"Southern Blvd",,,Bronx,NY,"Bronx County",10460,US,"City of New York"
-73.98386128,40.71424875,158127,"Sol Lain Playground","Multiple GI Components",Constructed,988724,199497,Manhattan,NCM-042,"East River / Open Waters",NA,1,1002880001,10019,Constructed,40.714415,-73.983981,1,rooftop,285,"E Broadway",,,"New York",NY,"New York County",10002,US,"City of New York"
-73.94654478,40.81217177,158128,"St. Nicholas Playground North","Multiple GI Components",Constructed,999047.1676,235177.6853,Manhattan,NR-043,"East River / Open Waters",NA,9,1019330050,1013,Constructed,40.812212,-73.946348,1,rooftop,2200,"Adam Clayton Powell Jr Blvd",,,"New York",NY,"New York County",10027,US,"City of New York"
-73.9488074,40.69725575,158129,"Stockton Playground / P.S. 297","Multiple GI Components",Constructed,998445.3108,193309.676,Brooklyn,NCB-014,"East River / Open Waters",NA,36,3017390011,9289,Constructed,40.697,-73.949153,0.99,rooftop,91,"Martin Luther King Jr Pl",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
-73.91936747,40.80886542,158130,"Saw Mill Playground","Multiple GI Components",Constructed,1006571.341,233978.8222,Bronx,WIB-068,"East River / Open Waters",NA,8,2022840034,7326,Constructed,40.808459,-73.919538,0.99,rooftop,488,"E 139th St",,,Bronx,NY,"Bronx County",10454,US,"City of New York"
-73.90773628,40.68164074,158131,"Thomas Boyland Park","Multiple GI Components",Constructed,1009840,187630,Brooklyn,NCB-015,"Newtown Creek",NA,37,3034610001,1302,Constructed,40.682121,-73.907207,0.99,rooftop,27,"Furman Ave",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.93864968,40.70887576,158132,"Ten Eyck Playground / P.S. 196","Multiple GI Components",Constructed,1001259,197545,Brooklyn,NCB-015,"Newtown Creek","242 Scholes St",34,3030460016,11306,Constructed,40.709056,-73.938917,1,rooftop,244,"Scholes St",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
-73.92827468,40.77058003,158133,"Van Alst Playground","Multiple GI Components",Constructed,1004117,220028,Queens,BB-031,"East River / Open Waters","14-27 30th Ave",22,4005370002,1422,Constructed,40.770911,-73.927891,0.99,rooftop,14-43,"29th Ave",,,Astoria,NY,"Queens County",11102,US,"City of New York"
-73.82488586,40.75816953,158134,"Bowne Playground / Q020","Multiple GI Components",Constructed,1032763.396,215546.8036,Queens,TI-022,"Flushing Creek",NA,20,4050470001,115446,Constructed,40.757683,-73.824561,0.99,rooftop,142-10,"Sanford Ave",,,Flushing,NY,"Queens County",11355,US,"City of New York"
-73.94425885,40.8291888,158135,"Carmansville Playground","Permeable Pavers",Constructed,999676,241378,Manhattan,WIM-046,"East River / Open Waters",NA,7,1020660001,2215,Constructed,40.828872,-73.944176,0.99,rooftop,449,"W 151st St",,,"New York",NY,"New York County",10031,US,"City of New York"
-74.07414825,40.61451049,158136,"DeMatti Playground","Multiple GI Components",Constructed,963663.7507,163167.8391,"Staten Island",PR-019,"East River / Open Waters",NA,49,5029670122,3636,Constructed,40.614767,-74.073902,0.99,rooftop,430,"Tompkins Ave",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
-73.75894018,40.59933995,158137,"Grassmere Playground","Multiple GI Components",Constructed,1051192.105,157724.2151,Queens,1,"East River / Open Waters",NA,31,4157720041,3749,Constructed,40.599093,-73.75938,0.99,rooftop,518,"Hanson Ct",,,"Far Rockaway",NY,"Queens County",11691,US,"City of New York"
-74.16453766,40.63085008,158138,"Grandview Playground","Rain Garden",Constructed,938579.5679,169154.9653,"Staten Island",PR-026,"East River / Open Waters",NA,49,5012480200,7292,Constructed,40.630965,-74.165065,0.99,rooftop,399,"Grandview Ave",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
-73.98150584,40.71397118,158139,"Henry M. Jackson Playground","Multiple GI Components",Constructed,989377,199396,Manhattan,NCM-042,"East River / Open Waters",NA,1,1002670050,321,Constructed,40.714265,-73.981637,0.99,rooftop,327,"Henry St",,,"New York",NY,"New York County",10002,US,"City of New York"
-73.8859707,40.81413503,158140,"Hunts Point Playground","Multiple GI Components",Constructed,1015814,235909,Bronx,WIB-068,"East River / Open Waters",NA,17,2027660061,2692,Constructed,40.81428,-73.885901,1,rooftop,1300,"Spofford Ave",,,Bronx,NY,"Bronx County",10474,US,"City of New York"
-73.8420357,40.7316135,158168,"Flushing-Gowanus EBP 2010","Rain Garden",Constructed,1028029.678,205862.5756,Queens,8,"Flushing Creek","Grand Central Pkwy",24,4022090010,10118,Constructed,40.731193,-73.843357,0.98,rooftop,66-14,"112th St",,,"Forest Hills",NY,"Queens County",11375,US,"City of New York"
-73.83738462,40.74287086,158169,"Flushing-Gowanus EBP 2010","Rain Garden",Constructed,1029311.106,209966.3397,Queens,8,"Flushing Creek","College Point Blvd",24,4022090095,699,Constructed,40.742719,-73.837602,1,nearest_street,,I-678,,,Flushing,NY,"Queens County",11355,US,"TIGER/Line® dataset from the US Census Bureau"
-73.82610391,40.74660304,158170,"Flushing-Gowanus EBP 2010","Green Roof",Constructed,1032434.315,211332.0931,Queens,TI-010,"Flushing Creek","56-95 Main St",20,4054650001,14280,Constructed,40.746812,-73.826394,0.99,rooftop,56-50,"Main St",,,Flushing,NY,"Queens County",11355,US,"City of New York"
-73.89054557,40.87778721,158171,"Bronx River EBP","Rain Garden",Constructed,1014518.67,259098.26,Bronx,HP-009,"Bronx River","167 W 205th St",11,2032510201,1725,Constructed,40.877991,-73.891505,0.99,rooftop,75,"W 205th St",,,Bronx,NY,"Bronx County",10468,US,"City of New York"
-73.81847115,40.75981855,158172,"Bronx River EBP","Rain Garden",Constructed,1034539.27,216151.21,Queens,HP-009,"Bronx River","144-51 Sanford Ave",20,4050510027,270,Constructed,40.759309,-73.817912,0.99,rooftop,144-76,"Sanford Ave",,,Flushing,NY,"Queens County",11355,US,"City of New York"
-73.92884507,40.71458454,158173,"CSO PlaNYC SW Pilot","Blue Roof",Constructed,1003975.581,199626.9378,Brooklyn,NCB--68,"Newtown Creek","1207 Metropolitan Ave",34,3029440011,5140,Constructed,40.714443,-73.928752,1,rooftop,1201,"Metropolitan Ave",,,Brooklyn,NY,"Kings County",11237,US,"City of New York"
-73.92884507,40.71458454,158174,"CSO PlaNYC SW Pilot","Blue Roof",Constructed,1003975.581,199626.9378,Brooklyn,NCB--68,"Newtown Creek","1207 Metropolitan Ave",34,3029440011,5950,Constructed,40.714443,-73.928752,1,rooftop,1201,"Metropolitan Ave",,,Brooklyn,NY,"Kings County",11237,US,"City of New York"
-73.92884507,40.71458454,158175,"CSO PlaNYC SW Pilot","Blue Roof",Constructed,1003975.581,199626.9378,Brooklyn,NCB--68,"Newtown Creek","1207 Metropolitan Ave",34,3029440011,10500,Constructed,40.714443,-73.928752,1,rooftop,1201,"Metropolitan Ave",,,Brooklyn,NY,"Kings County",11237,US,"City of New York"
-73.87610099,40.83523817,158177,"CSO PlaNYC SW Pilot","Rain Garden",Constructed,1018535.117,243601.3476,Bronx,HP-009,"Bronx River","1619 E 174th St",18,2038860002,3000,Constructed,40.834861,-73.87631,0.99,rooftop,1619,"E 174th St",,,Bronx,NY,"Bronx County",10472,US,"City of New York"
-73.86436475,40.88912781,158179,"CSO PlaNYC SW Pilot","Rain Garden",Constructed,1021752.346,263240.2191,Bronx,HP-007,"Bronx River","3975 Bronx Blvd",12,2033600020,7335,Constructed,40.888913,-73.864066,0.99,rooftop,3972,"Bronx Blvd",,,Bronx,NY,"Bronx County",10466,US,"City of New York"
-73.85900825,40.67379371,158180,"CSO PlaNYC SW Pilot","Rain Garden",Constructed,1023359.66,184789.0995,Queens,26W-005,"Jamaica Bay and Tributaries","S Conduit Ave",32,4113390025,7443,Constructed,40.674323,-73.858093,0.98,rooftop,132-11,"78th St",,,"Ozone Park",NY,"Queens County",11417,US,"City of New York"
-73.83092453,40.76497888,160989,"Flushing Town Hall Linden Place Parking Lot","Rain Garden",Constructed,1031085.664,218024.3821,Queens,TI-011,"Flushing Creek","135-19 35th Ave",20,4049600001,1085,Constructed,40.765153,-73.83066,1,rooftop,34-49,"Linden Pl",,,Flushing,NY,"Queens County",11354,US,"City of New York"
-73.96123608,40.69064393,161054,"Pratt Institute","Multiple GI Components",Constructed,995000,190899.0242,Brooklyn,NCB-014,"East River / Open Waters","411 De Kalb Ave",35,3019200001,4240,Constructed,40.690133,-73.960988,0.99,rooftop,400,"Dekalb Ave",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
-73.96102589,40.69067198,161055,"Pratt Institute","Rain Garden",Constructed,995058.285,190909.2701,Brooklyn,NCB-014,"East River / Open Waters","417 De Kalb Ave",35,3019200001,7500,Constructed,40.690133,-73.960988,0.99,rooftop,400,"Dekalb Ave",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
-73.91227057,40.81150389,170938,"St. Mary's Recreation Center","Green Roof",Constructed,1008535,234942,Bronx,WIB-068,"East River / Open Waters",NA,17,2025570001,5680,Constructed,40.811685,-73.910326,0.97,rooftop,690,"E 147th St",,,Bronx,NY,"Bronx County",10455,US,"City of New York"
-73.97924523,40.69882793,171095,"Admiral's Row","Green Roof",Constructed,990005,193879,Brooklyn,NCB-014,"East River / Open Waters",NA,33,3020230001,6292.2,Constructed,40.698374,-73.97918,0.99,rooftop,19,"Flushing Ave",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
-73.97924523,40.69882793,171096,"Admiral's Row","Green Roof",Constructed,990005,193879,Brooklyn,NCB-014,"East River / Open Waters",NA,33,3020230001,5443.5,Constructed,40.698374,-73.97918,0.99,rooftop,19,"Flushing Ave",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
-73.974263,40.741803,171101,"NYU Langone Medical Center - Alumni Hall","Green Roof",Constructed,991381.902,209536.505,Manhattan,NCM-041,"East River / Open Waters",NA,4,1009620135,1223,Constructed,40.741569,-73.974299,1,rooftop,534,"1st Ave",,,"New York",NY,"New York County",10016,US,"City of New York"
-73.97392,40.741666,171102,"NYU Langone Medical Center - Alumni Hall","Green Roof",Constructed,991476.964,209486.62,Manhattan,NCM-041,"East River / Open Waters",NA,4,1009620135,193,Constructed,40.741569,-73.974299,0.99,rooftop,534,"1st Ave",,,"New York",NY,"New York County",10016,US,"City of New York"
-73.973858,40.741655,171103,"NYU Langone Medical Center - Alumni Hall","Green Roof",Constructed,991494.146,209482.617,Manhattan,NCM-041,"East River / Open Waters",NA,4,1009620135,193,Constructed,40.741569,-73.974299,0.99,rooftop,534,"1st Ave",,,"New York",NY,"New York County",10016,US,"City of New York"
-73.973808,40.741623,171104,"NYU Langone Medical Center - Alumni Hall","Green Roof",Constructed,991508.005,209470.963,Manhattan,NCM-041,"East River / Open Waters",NA,4,1009620135,193,Constructed,40.741569,-73.974299,0.99,rooftop,534,"1st Ave",,,"New York",NY,"New York County",10016,US,"City of New York"
-73.990142,40.710199,171105,"Two Bridges Neighborhood Council","Rain Garden",Constructed,986983.016,198021.294,Manhattan,NCM-063,"East River / Open Waters",NA,1,1002480015,683,Constructed,40.710435,-73.99034,1,rooftop,82,"Rutgers Slip",,,"New York",NY,"New York County",10002,US,"City of New York"
-73.990083,40.710177,171106,"Two Bridges Neighborhood Council","Rain Garden",Constructed,986999.374,198013.281,Manhattan,NCM-063,"East River / Open Waters",NA,1,1002480015,866,Constructed,40.710435,-73.99034,0.99,rooftop,82,"Rutgers Slip",,,"New York",NY,"New York County",10002,US,"City of New York"
-74.18051389,40.60410559,171113,"Corporate Commons Three","Green Roof",Constructed,934125,159420,"Staten Island",PR-026,"East River / Open Waters",NA,50,5021650120,32874,Constructed,40.60454,-74.180857,0.99,rooftop,1441,"South Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
-73.89416941,40.82674111,171115,"NYRP - Paradise on Earth","Permeable Pavers",Constructed,1013539,240499,Bronx,HP-002,"East River / Open Waters",NA,17,2027180052,605,Constructed,40.826844,-73.894157,1,rooftop,1101,"Fox St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.89416941,40.82674111,171116,"NYRP - Paradise on Earth","Rain Garden",Constructed,1013539,240499,Bronx,HP-002,"East River / Open Waters",NA,17,2027180052,2055,Constructed,40.826844,-73.894157,1,rooftop,1101,"Fox St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.89416941,40.82674111,171117,"NYRP - Paradise on Earth","Rain Garden",Constructed,1013539,240499,Bronx,HP-002,"East River / Open Waters",NA,17,2027180052,490,Constructed,40.826844,-73.894157,1,rooftop,1101,"Fox St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.73201786,40.75885214,171334,"P.S. 221 Q","Permeable Pavers",Constructed,1058490.598,215860.57,Queens,TI-007,"Alley Creek",NA,23,4082760620,460,Constructed,40.75837,-73.732114,0.99,rooftop,57-3,"246th Pl",,,"Little Neck",NY,"Queens County",11362,US,"City of New York"
-73.73192266,40.75876019,171335,"P.S. 221 Q","Permeable Pavers",Constructed,1058517.074,215827.15,Queens,TI-007,"Alley Creek",NA,23,4082760620,329,Constructed,40.75837,-73.732114,0.99,rooftop,57-3,"246th Pl",,,"Little Neck",NY,"Queens County",11362,US,"City of New York"
-73.732048,40.75875929,171336,"P.S. 221 Q","Permeable Pavers",Constructed,1058482.351,215826.716,Queens,TI-007,"Alley Creek",NA,23,4082760620,256,Constructed,40.75837,-73.732114,0.99,rooftop,57-3,"246th Pl",,,"Little Neck",NY,"Queens County",11362,US,"City of New York"
-73.73172563,40.75866919,171337,"P.S. 221 Q","Permeable Pavers",Constructed,1058571.761,215794.164,Queens,TI-007,"Alley Creek",NA,23,4082760620,256,Constructed,40.758332,-73.731998,0.99,rooftop,57-5,"246th Pl",,,"Little Neck",NY,"Queens County",11362,US,"City of New York"
-73.73162015,40.75840567,171338,"P.S. 221 Q","Permeable Pavers",Constructed,1058601.275,215698.244,Queens,TI-007,"Alley Creek",NA,23,4082760620,824,Constructed,40.758268,-73.731906,1,rooftop,57-9,"246th Pl",,,"Little Neck",NY,"Queens County",11362,US,"City of New York"
-73.984958,40.730042,171341,"P.S. 19 M Asher Levy School","Permeable Pavers",Constructed,988418.978,205250.912,Manhattan,NCM-052,"East River / Open Waters",NA,2,1004530034,964,Constructed,40.730017,-73.985258,1,rooftop,317,"E 11th St",,,"New York",NY,"New York County",10003,US,"City of New York"
-73.984888,40.730017,171342,"P.S. 19 M Asher Levy School","Permeable Pavers",Constructed,988438.381,205241.807,Manhattan,NCM-052,"East River / Open Waters",NA,2,1004530034,964,Constructed,40.730017,-73.985258,1,rooftop,317,"E 11th St",,,"New York",NY,"New York County",10003,US,"City of New York"
-73.984633,40.730249,171343,"P.S. 19 M Asher Levy School","Permeable Pavers",Constructed,988509.04,205326.345,Manhattan,NCM-052,"East River / Open Waters",NA,2,1004530034,525,Constructed,40.730484,-73.984383,0.99,rooftop,331,"E 12th St",,,"New York",NY,"New York County",10003,US,"City of New York"
-73.98484999,40.730473,171344,"P.S. 19 M Asher Levy School","Permeable Pavers",Constructed,988448.886,205407.945,Manhattan,NCM-052,"East River / Open Waters",NA,2,1004530034,181,Constructed,40.730649,-73.984786,1,rooftop,325,"E 12th St",,,"New York",NY,"New York County",10003,US,"City of New York"
-73.97795,40.727398,171346,"P.S. 361 M","Permeable Pavers",Constructed,990361.53,204288.033,Manhattan,NCM-052,"East River / Open Waters",NA,2,1003940012,566,Constructed,40.72741,-73.977608,1,rooftop,638,"E 12th St",,,"New York",NY,"New York County",10009,US,"City of New York"
-74.000339,40.748847,171348,"P.S. 33 M","Permeable Pavers",Constructed,984156.07,212101.813,Manhattan,NR-026,"East River / Open Waters",NA,3,1007240023,259,Constructed,40.748987,-74.000009,1,rooftop,281,"9th Ave",,,"New York",NY,"New York County",10001,US,"City of New York"
-74.000307,40.748665,171349,"P.S. 33 M","Permeable Pavers",Constructed,984164.938,212035.504,Manhattan,NR-026,"East River / Open Waters",NA,3,1007240023,231,Constructed,40.748451,-74.000303,1,rooftop,400,"W 26th St",,,"New York",NY,"New York County",10001,US,"City of New York"
-74.000597,40.748782,171350,"P.S. 33 M","Permeable Pavers",Constructed,984084.584,212078.129,Manhattan,NR-026,"East River / Open Waters",NA,3,1007240023,76,Constructed,40.74856,-74.00095,0.99,rooftop,420,"W 26th St",,,"New York",NY,"New York County",10001,US,"City of New York"
